SampleID	k__Bacteria|Other|Other|Other	k__Bacteria|p__Actinobacteria|Other|Other	k__Bacteria|p__Actinobacteria|c__Actinobacteria|Other	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Gaiellales	k__Bacteria|p__Bacteroidetes|Other|Other	k__Bacteria|p__Bacteroidetes|c__|o__	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	k__Bacteria|p__Cyanobacteria|c__4C0d-2|o__YS2	k__Bacteria|p__Cyanobacteria|c__Chloroplast|o__Streptophyta	k__Bacteria|p__Cyanobacteria|c__Nostocophycideae|o__Stigonematales	k__Bacteria|p__Firmicutes|Other|Other	k__Bacteria|p__Firmicutes|c__Bacilli|Other	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	k__Bacteria|p__Firmicutes|c__Bacilli|o__Turicibacterales	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	k__Bacteria|p__Gemmatimonadetes|c__Gemm-1|o__	k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria]|o__Victivallales	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__RF32	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|Other	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	k__Bacteria|p__Spirochaetes|c__[Brachyspirae]|o__[Brachyspirales]	k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	k__Bacteria|p__TM7|c__TM7-3|Other	k__Bacteria|p__TM7|c__TM7-3|o__	k__Bacteria|p__TM7|c__TM7-3|o__CW040	k__Bacteria|p__TM7|c__TM7-3|o__EW055	k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales	k__Bacteria|p__Tenericutes|c__RF3|o__ML615J-28	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	k__Bacteria|p__WPS-2|c__|o__	k__Bacteria|p__[Thermi]|c__Deinococci|o__Deinococcales	k__Bacteria|p__[Thermi]|c__Deinococci|o__Thermales
D160PFNM.03	4.75002968769e-05	0.0	0.0	0.00337252107826	0.0897280608004	0.247880299252	0.0	0.0	0.0	0.000973756085976	0.0	0.0	0.0	0.0	0.0	0.0	2.37501484384e-05	9.50005937537e-05	0.0	0.11863199145	0.0	0.463484146776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0740054625341	0.0	0.00175751098444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160PP43.03	0.0	0.0	0.0	0.0624558927311	0.0	0.0	0.0	0.0	0.0	0.00134086097389	0.0	0.0	0.0	0.000188191013879	0.0	0.0	7.05716302047e-05	0.000329334274288	0.0	0.206563161609	0.0	0.595059985886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014820042343	0.0	0.0	0.000870383439191	0.0	0.0	0.0	0.131521994825	7.05716302047e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.70477534698e-05
J160PSM7.03	0.0	0.0	0.0	0.0235368847534	0.0165668080139	0.00195711514361	0.0	0.0	0.0	0.111246545005	0.0	0.0	0.0	0.0	0.0	0.0	3.43353533966e-05	3.43353533966e-05	0.0	0.00231763635427	0.0	0.809558962386	0.00271249291833	0.000274682827173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.86707067932e-05	0.0	0.0	0.0	0.0	0.0	3.43353533966e-05	0.0315713574482	0.0	6.86707067932e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71676766983e-05
G160RLK2.03	0.0	0.0	0.0	0.00105779153767	0.0957946336429	0.0344685242518	0.0	0.0	0.0	0.0833333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00368937048504	2.57997936017e-05	0.732920536636	0.0247936016512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00565015479876	0.0	0.0	0.0172084623323	0.0	0.00105779153767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160P1GG.03	2.37428177976e-05	0.0	0.0	0.0189942542381	0.0	0.00553207654684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.74856355952e-05	0.000237428177976	0.000522341991548	0.0	0.113158269623	0.0	0.624578564984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.74856355952e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.236549693718	0.0	0.000284913813571	2.37428177976e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160RJF0.03	5.18658748476e-05	0.0	0.0	0.00466792873629	0.0716267731646	0.0106065714063	0.0	0.0	0.0	0.00230803143072	0.0	0.0	0.0	0.0	0.0	0.0	2.59329374238e-05	0.000181530561967	0.0	0.00687222841731	0.0	0.8681310132	0.0121625476518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0233396436814	0.0	2.59329374238e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160PQ1Z.03	0.000381732370905	0.0	0.0	0.00079816768462	0.0321696279845	0.173688228762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.94058856191e-05	0.0	0.257877568018	0.0	0.238999167129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000104108828429	0.0	0.0	0.295842587451	0.0	0.0	6.94058856191e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160RJD1.03	0.000378583017847	0.0	0.0	0.0246349378042	0.0624661979448	0.00175770686858	0.0	0.0	0.0	2.7041644132e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197404002163	0.0	0.00167658193618	0.0	0.888318009735	0.00386695511087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0148729042726	0.0	0.0	2.7041644132e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160PL6B.03	0.0	0.0	0.0	0.0233959919217	0.00795401584589	0.000528196364766	0.0	0.0	0.0	0.0607115115737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.3211123194e-05	0.0	0.00273419294703	0.0	0.840484697841	0.00953860494019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0545285070685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1070374398e-05
A160PQ12.03	5.89587878073e-05	0.0	0.0	0.00913861211014	0.0542420847827	0.0914745592831	0.0	0.0	0.0	0.000412711514651	0.0	0.0	0.0	0.0	0.0	5.89587878073e-05	5.89587878073e-05	0.000206355757326	2.94793939037e-05	0.190083131891	0.0	0.481988090325	0.0024173103001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.8438181711e-05	0.0	0.0	0.0877601556512	0.0	0.0819821944461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160RJQC.03	2.46901387586e-05	0.0	0.0	0.00516023900054	0.000246901387586	4.93802775172e-05	0.0	0.000123450693793	0.0	0.194533603279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00155547874179	2.46901387586e-05	0.166214014123	0.0	0.0453557848995	0.0	0.0118759567429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.93802775172e-05	7.40704162757e-05	0.0	0.0	0.0	2.46901387586e-05	0.0	0.0	0.558836600662	0.0	0.0158263789442	2.46901387586e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160PRBH.03	5.29604914734e-05	0.0	0.0	0.00182713695583	0.0654326872153	0.0765014299333	0.0	0.00023832221163	0.0	0.112117360449	0.0	0.0	0.0	0.0	0.0	0.000105920982947	0.0	0.000105920982947	0.0	0.0291547505561	0.0	0.666534265438	0.00100624933799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011465946404	0.0	0.0	0.0	0.00177417646436	0.000105920982947	2.64802457367e-05	0.0	0.0334710306112	2.64802457367e-05	0.0	5.29604914734e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160PTG2.03	0.000158403294789	0.0	0.0	0.0118010454617	0.0567875811817	0.0501346428006	0.0	0.0	0.0	0.149136702043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000237604942183	0.0	0.000712814826548	0.0	0.699588151434	0.000158403294789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00126722635831	0.0	0.0	0.0	0.0	0.0289878029463	0.0	0.0	0.00102962141613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160P86X.03	9.01225666907e-05	0.0	0.0	0.217691059841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000225306416727	0.0	0.123062364816	0.0	0.403253424658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.255677721702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160RK5F.03	0.000275428980637	0.0	0.0	0.00179028837414	0.386784917509	0.0383397141047	0.0	0.0	0.0	0.0181232269259	0.0	0.0	0.0	0.0	0.0	0.0	8.26286941912e-05	0.000330514776765	0.0	0.0689398738535	0.0	0.353292753464	0.0100531577933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00603189467596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11592805795	0.0	2.75428980637e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160PFPF.03	0.000155840917591	0.0	0.0	0.00804139134771	0.00158957735943	0.0646428126169	0.0	0.0	0.0	0.00349083655405	0.0	0.0	0.0	0.0	0.0	0.0	3.11681835183e-05	0.0	9.35045505548e-05	0.469517516519	0.0	0.261501059718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.11681835183e-05	0.0	0.0	0.0	0.0	9.35045505548e-05	0.0	0.0	0.137701034784	0.0	0.0530482483481	6.23363670365e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160PX8S.03	0.0	0.0	0.0	0.0205231265796	0.0	0.324533357693	0.0	0.0	0.0	0.058402606498	0.0	0.0	0.0	3.04497426997e-05	0.0	0.0	0.0	0.000456746140495	0.0	0.179683931671	0.0	0.403154593344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000121798970799	0.0	0.0	0.0	0.0130933893609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160PK2M.03	0.0	0.0	0.0	0.00199838105838	0.107533137711	0.114616007285	0.0	0.000328847515936	0.0	0.08061823333	0.0	0.0	0.0	0.0	0.0	0.0	2.52959627643e-05	0.000278255590408	2.52959627643e-05	0.0853738743297	0.0	0.526282505312	0.00437620155823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0141404431853	0.0	0.0	0.0	0.00308610745725	0.000303551553172	0.0	0.0	0.060862086411	7.5887888293e-05	0.0	2.52959627643e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.05919255287e-05
H160PY69.03	0.0	0.0	0.0	0.0116262310834	0.225822723997	0.00024021138602	0.0	4.80422772039e-05	0.0	0.152029786212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000168147970214	0.0	0.0814797021379	0.0	0.489238529906	0.000288253663224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012731203459	0.0	0.0	0.0	0.0	0.0036512130675	0.0	4.80422772039e-05	0.0330050444391	0.000600528465049	0.0	9.60845544079e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000384338217632
E160RK7C.03	0.0	0.0	0.0	0.00833932422717	0.057476635514	0.0558950395399	0.0	0.000107836089145	0.0	0.138173975557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000107836089145	0.0	0.0491732566499	0.0	0.513838964774	0.000107836089145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00341480948958	0.0	0.0	0.0	0.00204888569375	0.00787203450755	0.0	7.18907260963e-05	0.155859094177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000143781452193	3.59453630482e-05	0.0	0.0	0.0	0.00733285406183	0.0	0.0	0.0
J160RKNM.03	4.44464198409e-05	0.0	0.0	0.0527579003511	0.383839281746	0.0115116227388	0.0	0.0	0.0	0.118938619494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000133339259523	0.0	0.00248899951109	0.0	0.395706475843	0.000177785679364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00257789235077	0.0	0.0	0.0	0.0	0.0207120316459	0.0	0.0	0.0111116049602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160RJ9X.03	0.0	0.0	0.0	0.00491147915477	0.114677327242	0.0124500285551	0.0	0.0	0.0	0.0850180849039	0.0	0.0	0.0	0.0	0.0	3.80734818199e-05	0.0	3.80734818199e-05	0.0	0.0387588044927	0.0	0.675880449267	0.00494955263659	0.000533028745479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.80734818199e-05	0.0	0.0	0.0592804111936	0.0	0.00342661336379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160RJ31.03	9.46700747894e-05	0.0	0.0	0.000416548329073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026507620941	0.0424311275206	0.000927766732936	0.0390419388431	0.0	0.334791252485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89340149579e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.576313547288	0.0	0.00569913850232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160P065.03	0.000108369198378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000294144967025	0.170278973279	0.000913397529182	0.210824534787	0.0	0.133603740285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000201257082701	0.0	0.000216738396755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.365715081896	0.000185775768647	0.117178066074	0.000448958107564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09626281079e-05
D160PB6Z.03	4.00288207509e-05	0.0	0.0	0.349971979825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000160115283004	0.0	0.10447522216	0.0	0.394724201425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.150628452486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160P8T1.03	7.48633743418e-05	0.0	0.0	0.0048411648741	0.00309435280613	0.0	0.0	0.0	0.0	0.617697701694	0.0	0.0	0.0	0.0	0.0	0.0	7.48633743418e-05	0.07184388491	7.48633743418e-05	0.0272003593442	0.0	0.273974995633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.48633743418e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.48633743418e-05	0.00094826940833	2.49544581139e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160PFR1.03	0.0	0.0	0.0	0.0821132075472	0.148301886792	7.54716981132e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.54716981132e-05	0.0	0.0579119496855	0.0	0.453006289308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25851572327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160PQ05.03	0.000326205146792	0.0	0.0	0.0146792316057	0.250271837622	0.182964842334	0.0	7.24900326205e-05	0.0	0.15864443639	0.0	0.0	0.0	0.0	0.0	0.0	3.62450163103e-05	0.000507430228344	0.0	0.00677781805002	0.0	0.320369699166	0.000289960130482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0378397970279	0.0	0.0	0.0	0.0028271112722	0.0	0.0	0.0	0.0243928959768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160PLLZ.03	0.0	0.0	0.0	0.113851026526	0.286380860811	0.0085119619931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000311068378485	2.82789434987e-05	0.0274022962502	0.0	0.550986935128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0124992930264	0.0	0.0	2.82789434987e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160P05C.03	0.000416653312394	0.0	0.0	0.00458318643633	0.0965994679658	0.0	0.0	0.0	0.0	3.20502547995e-05	0.0	0.0	0.0	0.0	0.0	0.000288452293196	0.000192301528797	0.0146790166982	9.61507643986e-05	0.169866350437	0.0	0.54591199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0882023012083	0.0	0.0790679785904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.41005095991e-05
C160PJ06.03	0.000154795338449	0.0	0.0	0.0184206452754	0.000110568098892	0.000132681718671	0.0	0.0	0.0	0.260011941355	0.0	0.0	0.0	0.0	0.0	0.000862431171358	0.0	0.00417947413812	2.21136197784e-05	0.416598483006	0.0	0.298180049092	0.000154795338449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000243249817563	0.0	0.0	0.0	8.84544791137e-05	0.0	0.0	0.0	2.21136197784e-05	0.000796090312023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21136197784e-05
H160PF3K.03	0.000174764068508	0.0	0.0	0.000524292205523	0.00133257602237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18455085634e-05	0.00334236281021	0.000262146102761	0.0417030758476	0.0	0.333952289409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.618555574974	0.0	0.000131073051381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160P6J9.03	0.00103114044133	0.0	0.0	0.00707620127861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.02247886162e-05	0.00422767580945	0.000322231387915	0.106310579501	0.0	0.00786244586513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.873027943906	1.28892555166e-05	2.57785110332e-05	1.28892555166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160RH9K.03	2.69382037606e-05	0.0	0.0	0.00342115187759	0.0	0.00428317439793	0.0	0.000242443833845	0.0	0.109180539842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.69382037606e-05	0.00918592748236	0.0	0.751818328754	0.00315176983999	2.69382037606e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.69382037606e-05	0.0	0.0	0.0351004795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0835084316578	0.0	0.0	0.0
D160P5C1.03	3.25579123867e-05	0.0	0.0	0.000455810773413	0.0	0.0	0.0	0.0	0.0	0.0221556593791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000325579123867	0.00104185319637	0.132380471764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.843608067851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160PXM7.03	0.00584050452018	0.0	0.0	0.0106247475846	3.10665134052e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000963061915561	0.00083879586194	0.0175525800739	0.0	0.656435428252	0.0	3.10665134052e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.307341017118	0.0	0.000341731647457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160PC2Z.03	3.41716785128e-05	0.0	0.0	0.0500956806998	0.00447648988518	0.00427145981411	0.0	0.0	0.0	0.326202843084	0.0	0.0	0.0	0.0	0.0	0.0	6.83433570257e-05	0.00047840349918	0.0	0.0101831601968	0.0	0.469758064516	0.000170858392564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000136686714051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111160470202	3.41716785128e-05	0.0227583378896	0.000170858392564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160P4YN.03	2.30351055008e-05	0.0	0.0	0.072491477011	0.0	0.0	0.0	0.0	0.0	0.00057587763752	0.0	9.21404220031e-05	0.0	0.0	0.0	0.0	6.91053165023e-05	0.155855523818	0.000184280844006	0.181148069658	0.0	0.000944439325532	0.0	6.91053165023e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.91053165023e-05	0.0	0.0	0.0	0.0	4.60702110016e-05	0.0	6.91053165023e-05	0.587141804109	0.000161245738505	0.00057587763752	4.60702110016e-05	0.000138210633005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029945637151
C160RFPK.03	0.0	0.0	0.0	0.00280392549569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012016823553	0.0232325255358	0.000600841177649	0.35429601442	0.0	0.216903665131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.402042860004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160PMH8.03	9.62389806367e-05	0.0	0.0	0.0496208184163	0.0470993571236	0.00552411748855	0.0	0.0	0.0	0.449917234477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00211725757401	0.0	0.0275820918505	0.0	0.377430034261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0122608461331	0.0	0.0	0.0	0.0	0.0261770027332	0.0	0.0	0.00217500096239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160P8C7.03	8.08821547006e-05	0.0	0.0	0.0412498988973	0.0152328058019	0.000485292928204	0.0	0.0	0.0	0.388665714055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000889703701707	0.0	0.0710954139818	0.0	0.468658165054	0.000647057237605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00388234342563	0.0	0.0	0.0	0.0	0.000242646464102	0.0	0.0	0.00887007629883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
