SampleID	k__Bacteria|Other|Other|Other	k__Bacteria|p__Actinobacteria|Other|Other	k__Bacteria|p__Actinobacteria|c__Actinobacteria|Other	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Gaiellales	k__Bacteria|p__Bacteroidetes|Other|Other	k__Bacteria|p__Bacteroidetes|c__|o__	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	k__Bacteria|p__Cyanobacteria|c__4C0d-2|o__YS2	k__Bacteria|p__Cyanobacteria|c__Chloroplast|o__Streptophyta	k__Bacteria|p__Cyanobacteria|c__Nostocophycideae|o__Stigonematales	k__Bacteria|p__Firmicutes|Other|Other	k__Bacteria|p__Firmicutes|c__Bacilli|Other	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	k__Bacteria|p__Firmicutes|c__Bacilli|o__Turicibacterales	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	k__Bacteria|p__Gemmatimonadetes|c__Gemm-1|o__	k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria]|o__Victivallales	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__RF32	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|Other	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	k__Bacteria|p__Spirochaetes|c__[Brachyspirae]|o__[Brachyspirales]	k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	k__Bacteria|p__TM7|c__TM7-3|Other	k__Bacteria|p__TM7|c__TM7-3|o__	k__Bacteria|p__TM7|c__TM7-3|o__CW040	k__Bacteria|p__TM7|c__TM7-3|o__EW055	k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales	k__Bacteria|p__Tenericutes|c__RF3|o__ML615J-28	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	k__Bacteria|p__WPS-2|c__|o__	k__Bacteria|p__[Thermi]|c__Deinococci|o__Deinococcales	k__Bacteria|p__[Thermi]|c__Deinococci|o__Thermales
B160QX2N.03	0.0	0.0	0.0	0.00518661105764	0.137044166399	0.00470537910384	0.0	0.0	0.0	0.207678323174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0442198695327	0.0	0.596299860977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00368944497915	0.0	0.0	0.0	0.0	0.000427761736713	0.0	0.0	0.000641642605069	0.0	0.000106940434178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160RHL3.03	0.0	0.0	0.0	0.00159207500442	0.491125655994	0.0609705760953	0.0	0.0	0.0	0.123945987381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052479509405	0.0	0.301138038799	0.00347897871337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000943451854473	0.0	0.0	0.0	0.00147414352261	0.00106138333628	0.0	0.0	0.00896279261749	0.0	5.89657409045e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160R3NV.03	0.00024240220586	0.0	0.0	0.00648425900676	0.172105566161	0.0196345786747	0.0	0.0	0.0	0.348816774233	0.0	0.0	0.0	0.0	0.0	0.0	3.03002757325e-05	6.0600551465e-05	0.00103020937491	0.148986455777	0.0	0.295912492804	0.00336333060631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00324212950338	0.0	3.03002757325e-05	6.0600551465e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160QYX6.03	0.0	0.0	0.0	0.0112408018269	0.331920832276	0.00301953818828	0.0	0.0	0.0	0.31296625222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000202994163918	0.0	0.029637147932	0.0	0.301801573205	0.000126871352449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53742704897e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00885562040091	0.0	0.000202994163918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160R2R8.03	0.0	0.0	0.0	0.0291350411132	0.138598987982	0.00268817204301	0.0	3.9531941809e-05	0.0	0.157179000633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000158127767236	0.0	0.00253004427577	0.0	0.666389943074	0.000158127767236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00300442757748	0.0	0.000118595825427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160QN9S.03	0.0	0.0	0.0	0.0181463190536	0.19564718043	0.0	0.0	0.0	0.0	0.103020558172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.208912369358	0.0	0.466578614908	0.000861375904445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00683358217526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160QRCB.03	3.16385610782e-05	0.0	0.0	0.00215142215332	0.0123390388205	0.00120226532097	0.0	0.0	0.0	0.209320720094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0191096908913	0.0	0.707311671465	0.00522036257791	0.0	0.0	0.0	0.0	0.0	0.0	3.16385610782e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00329041035214	0.00325877179106	0.0	0.0	0.017369570032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0193627993799	0.0	0.0	0.0
J160PYPB.03	0.0	0.0	0.0	0.0118264088852	0.0	0.00946112710819	0.0	0.0	0.0	0.344302756067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000102838338132	0.0	0.00359934183464	0.0	0.593685726039	0.00102838338132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00606746194981	0.0	0.0	0.0	0.000617030028795	0.00308515014397	0.0	0.0	0.0262237762238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160R4CZ.03	0.0	0.0	0.0	0.00331039613167	0.0178910172959	0.0066579877255	0.0	0.0	0.0	0.173219267249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000446345545843	0.0	0.318727915194	0.0	0.472865910359	3.71954621536e-05	0.0	0.0	0.0	3.71954621536e-05	0.0	0.0	0.0	0.0	0.0	0.00654640133904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000260368235075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160S8L9.03	0.0	0.0	0.0	0.0212776584586	0.392537835273	0.0430048449128	0.0	0.0	0.0	0.190899555467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000299685330403	0.0	0.0570401078867	0.0	0.276259927077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011188252335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00749213326008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160QQYT.03	0.0	0.0	0.0	0.0131466828971	0.208805031447	0.000243457090688	0.0	8.11523635626e-05	0.0	0.133130452424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000527490363157	0.0	0.00300263745182	0.0	0.629052546155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000892675999188	0.0103469263542	0.0	0.0	0.000770947453845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160QXYH.03	0.0	0.0	0.0	0.0109480391825	0.0146086838627	0.0079991865234	0.0	0.0	0.0	0.257499237366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0321323255262	0.0	0.668576077009	3.389485815e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00532149272955	0.0	0.0	0.0028471680846	0.0	3.389485815e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160RHCC.03	0.0	0.0	0.0	0.0104922897568	0.00206666313391	0.000529913624079	0.0	0.0	0.0	0.460653913412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137777542261	0.0	0.0569657145885	0.0	0.444862487415	0.0	0.014943564199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00810767844841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160QBKP.03	0.0	0.0	0.0	0.0107463995906	0.348453834345	0.00197382849624	0.0	0.0	0.0	0.335404634842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010965713868	0.0	0.0130857518824	0.0	0.253673514146	0.00526354265663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0312888369033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160QNTX.03	0.0	0.0	0.0	0.00435996481432	0.745553983249	0.00317436034727	0.0	0.0	0.0	0.0803533866218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.64906107775e-05	0.0	0.00963781695797	0.0	0.118904654454	0.00871992962864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029219413317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160QYBN.03	0.000124667553191	0.0	0.0	0.00054022606383	0.718417553191	0.000664893617021	0.0	0.0	0.0	0.0497007978723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000124667553191	0.0	0.0111369680851	0.0	0.110663231383	0.000831117021277	4.15558510638e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15558510638e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107712765957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160QD20.03	0.0	0.0	0.0	0.0162275198662	0.114889167712	0.00476787954831	0.0	4.18235048097e-05	0.0	0.226097867001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00117105813467	0.0	0.633166039314	0.000376411543287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00192388122125	0.000376411543287	0.0	0.0	0.000961940610623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160PGYR.03	0.0	0.0	0.0	0.000132802124834	3.32005312085e-05	0.0	0.0	0.0	0.0	0.0	0.000132802124834	0.0	0.0	0.0	0.000132802124834	0.0	0.0	9.96015936255e-05	0.0	0.996015936255	0.0	0.0	0.0	0.0	0.0	0.0	9.96015936255e-05	0.0	6.6401062417e-05	0.0	0.0	0.0	0.00239043824701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6401062417e-05	0.0	3.32005312085e-05	0.00043160690571	0.000365205843293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160PY5D.03	0.000384714029238	0.0	0.0	0.00327006924853	0.094960246217	0.00698897153116	0.0	0.0	0.0	0.450564247243	0.0	0.0	0.0	0.000192357014619	0.0	0.0	0.0	0.000128238009746	0.0	0.0572582713516	0.0	0.345537317261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0406514490895	0.0	6.4119004873e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160R7PC.03	0.0	0.0	0.0	0.00702704824716	0.0	0.0	0.0	0.0	0.0	3.92572527775e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000274800769442	0.0171554194637	3.92572527775e-05	0.0452243551996	0.0	0.0840890354493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000117771758332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.845836768343	0.0	0.0	0.000196286263887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160T3M0.03	0.0	0.0	0.0	0.019900132178	0.0366426788075	0.00117491555294	0.0	0.0	0.0	0.197826406227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00110148333089	0.0	0.000440593332354	0.0	0.735497136143	0.000367161110295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00704949331767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160S9TP.03	8.83080183681e-05	0.0	0.0	0.000750618156129	0.103143765454	0.00141292829389	0.0	0.0	0.0	0.0610208406923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000176616036736	0.0	0.0310844224656	0.0	0.734192864712	0.00167785234899	0.0	0.0	0.0	0.0	0.0	4.4154009184e-05	0.0	0.0	0.0	0.043182620982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0232250088308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160R145.03	0.0	0.0	0.0	0.0201058984708	0.0197726515348	0.00122190543193	0.0	0.0	0.0	0.298107897952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.70274373311e-05	0.0	0.00033324693598	0.0	0.648979894102	3.70274373311e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00292516754915	0.00777576183952	0.0	0.0	0.00070352130929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160QRJ5.03	0.0	0.0	0.0	0.000129600829445	3.24002073613e-05	0.0	0.0	0.0	0.0	0.998444790047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.24002073613e-05	0.0	0.000648004147227	0.0	6.48004147227e-05	0.0	0.0	0.0	0.0	3.24002073613e-05	0.0	0.0	0.0	0.0	0.0	0.00048600311042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.24002073613e-05	0.0	0.0	3.24002073613e-05	6.48004147227e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160PB7V.03	0.0	0.0	0.0	0.00177121277947	0.000133676436186	0.0	0.0	0.0	0.0	0.987133643017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00170437456137	3.34191090466e-05	0.000668382180931	0.0	0.000601543962838	0.0	0.0	0.0	0.0	3.34191090466e-05	0.0	3.34191090466e-05	3.34191090466e-05	0.0	0.0	0.00404371219463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010025732714	3.34191090466e-05	0.0	0.002874043378	0.000802058617117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160PQJC.03	0.0	0.0	0.0	0.00263915547025	0.427903071017	0.00155950095969	0.0	0.0	0.0	0.106705854127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000659788867562	0.0	0.140055182342	0.0	0.0276511516315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000419865642994	0.0	0.0	0.0	0.292406429942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160R9MV.03	0.0	0.0	0.0	0.10085693245	0.206935797014	0.00133895695253	0.0	0.0	0.0	0.102764946107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0110463948584	0.0	0.568621543817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00843542880096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160QZNF.03	7.81555295037e-05	0.0	0.0	0.0286440015631	0.250449394295	0.00164126611958	0.0	0.0	0.0	0.481711606096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.81555295037e-05	0.0	0.0273935130911	0.0	0.165924189136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.90777647519e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.81555295037e-05	0.0	0.0	0.0437670965221	0.0	0.000195388823759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160R50B.03	4.07913522333e-05	0.0	0.0	4.07913522333e-05	0.330899449317	0.00799510503773	0.0	0.0	0.0	0.179889863349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000448704874567	0.0	0.0474811339996	0.0	0.226514378952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015908627371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.190740363043	0.0	0.0	4.07913522333e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160RGPF.03	0.00101578371621	0.0	0.0	3.90686044694e-05	0.241131426785	0.00304735114862	0.0	0.0	0.0	0.098452883263	0.0	0.0	0.0	0.0	0.0	3.90686044694e-05	0.000664166275981	7.81372089389e-05	0.0	0.0814580403188	0.0	0.510040631349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00879043600563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0552430067198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160P2W3.03	0.0	0.0	0.0	0.0128175250524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00611745513866	0.350792356094	0.000640876252622	0.144255418317	0.0	0.484852015847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000116522955022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000407830342577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160Q8LD.03	0.0	0.0	0.0	0.00673681866266	0.263459718278	0.0	0.0	0.0	0.0	0.281665831524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.56761872947e-05	0.000111352374589	0.0139190468237	0.0	0.16402204777	0.227325872724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.56761872947e-05	0.0	0.0	0.0426479594677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160QX58.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.79968082681e-05	0.0	0.0	0.0	3.79968082681e-05	0.0	0.0	0.0	0.000113990424804	0.0	0.194505661524	0.0	0.0995516376624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.705752716772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160QK9X.03	0.0	0.0	0.0	0.0439714325725	0.0	0.0	0.0	0.0	0.0	7.00182047332e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.001050273071	0.0451617420529	0.653409886571	0.220137235681	0.0	0.0226858983336	0.0	0.0	0.0	0.0	0.000560145637866	0.0	0.0	0.0	0.0	0.0	0.00455118330766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00133034588993	0.0	0.0	0.00602156560706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001050273071
G160QVBJ.03	0.0	0.0	0.0	0.0	0.0	2.81602883614e-05	0.0	0.0	0.0	5.63205767227e-05	0.0	0.0	0.0	2.81602883614e-05	0.0	0.0	0.0	0.00061952634395	0.0	0.243389372307	0.0	5.63205767227e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.44808650841e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.755737658754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160QS8K.03	2.7908015182e-05	0.0	0.0	0.0	2.7908015182e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000502344273275	2.7908015182e-05	0.165020093771	0.0	5.58160303639e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.58160303639e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.834254297834	0.0	0.0	0.0	2.7908015182e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160QPL7.03	0.0	0.0	0.0	0.00023137436372	0.0	0.0	0.0	0.0	0.0	7.71247879068e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.71247879068e-05	0.00146537097023	0.0	0.398619466296	0.0	7.71247879068e-05	3.85623939534e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.85623939534e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.599336726824	0.0	0.0	3.85623939534e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160QYM8.03	2.81127885075e-05	0.0	0.0	0.00022490230806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6225577015e-05	0.00536954260493	0.000168676731045	0.284445194119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81127885075e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.709679233083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160QKKR.03	0.0	0.0	0.0	0.19019172553	4.03632694248e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00298688193744	0.117780020182	0.00250252270434	0.626236125126	0.0	0.0385065590313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02175580222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160R5ZW.03	0.0	0.0	0.0	0.0162666892006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.22511407808e-05	0.0	0.0	0.0	0.0	0.0074784519182	0.545842487747	0.000633767111712	0.426102754774	0.0	0.0	0.0	0.0	0.0	0.0	4.22511407808e-05	0.0	4.22511407808e-05	0.0	0.0	0.0	0.00173229677201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000169004563123	0.0	0.0	0.00164779449045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160Q7FK.03	0.0	0.0	0.0	0.691764705882	0.000106951871658	0.0	0.0	0.0	0.0	0.000133689839572	0.0	0.0	0.0	0.0	0.0	0.0	0.00363636363636	0.303288770053	0.0	0.0	0.0	0.000267379679144	0.0	0.0	0.0	0.0	5.34759358289e-05	0.0	5.34759358289e-05	2.67379679144e-05	0.0	0.0	0.000320855614973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000160427807487	0.0	0.0	5.34759358289e-05	0.000133689839572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160P19Y.03	0.0	0.0	0.0	0.000208608580766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0155761073639	0.958625964815	0.000139072387178	0.0249634934984	0.0	0.000139072387178	6.95361935888e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000208608580766	0.0	0.0	6.95361935888e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
