SampleID	k__Bacteria|Other	k__Bacteria|p__Actinobacteria	k__Bacteria|p__Bacteroidetes	k__Bacteria|p__Cyanobacteria	k__Bacteria|p__Firmicutes	k__Bacteria|p__Fusobacteria	k__Bacteria|p__Gemmatimonadetes	k__Bacteria|p__Lentisphaerae	k__Bacteria|p__Proteobacteria	k__Bacteria|p__Spirochaetes	k__Bacteria|p__Synergistetes	k__Bacteria|p__TM7	k__Bacteria|p__Tenericutes	k__Bacteria|p__Verrucomicrobia	k__Bacteria|p__WPS-2	k__Bacteria|p__[Thermi]
E160T5P3.03	3.80539224081e-05	0.554122191145	0.133455105885	0.0	0.21949502445	0.0	0.0	0.0	0.0928705976369	0.0	1.9026961204e-05	0.0	0.0	0.0	0.0	0.0
A160TPMZ.03	6.77059530459e-05	0.0498654344183	0.272719578869	0.0	0.566292591276	0.000541647624367	0.0	0.0	0.110292997512	0.0	0.0	0.0	0.0	0.000220044347399	0.0	0.0
E160VSFV.03	6.97625747041e-05	0.123712299142	0.34688277562	0.0	0.459712113108	0.0155803083506	0.0	0.0	0.049903495105	0.0	0.00413924609911	0.0	0.0	0.0	0.0	0.0
D160TBNY.03	0.0	0.0555372642921	0.265130200539	0.000374139479198	0.541200239449	0.0	0.0	0.0	0.0621670158635	0.0	0.0752768632146	0.0	0.000314277162526	0.0	0.0	0.0
E160T6CL.03	0.000148001114361	0.0103774899011	0.173283187073	0.0	0.414934183034	0.0	0.0	0.0	0.401187491294	0.0	0.0	0.0	6.96475832289e-05	0.0	0.0	0.0
K160SVK0.03	0.0	0.82659042173	0.00103645461044	0.0	0.0939421015011	0.0	0.0	0.0	0.0784310221587	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160SG6G.03	0.0	0.00126422250316	0.00109932391579	4.12246468422e-05	0.22049689441	0.0	0.0	0.0	0.777098334524	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160TY1Q.03	0.0	0.0381280011467	0.520264459256	0.0	0.412778613918	1.79172937719e-05	0.0	0.0	0.0288110083853	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160T7PQ.03	1.6168148747e-05	0.268439773646	0.0699110751819	0.0	0.590881164107	0.0096038803557	0.0	0.0	0.0611317704123	0.0	0.0	0.0	0.0	1.6168148747e-05	0.0	0.0
C160VSDK.03	6.01033778098e-05	0.100052089594	0.117682413752	0.0	0.752814841527	0.000761309452258	0.0	0.0	0.0279480706816	0.0	0.000681171615178	0.0	0.0	0.0	0.0	0.0
F160TGDS.03	0.0	0.085152979066	0.163929146538	0.0	0.634975845411	0.0357487922705	0.0	0.0	0.080193236715	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160WDHQ.03	0.0	0.0544172265576	0.330613863039	0.0	0.560739473355	6.2596502942e-05	0.0	0.0	0.0541668405458	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160T3TK.03	0.0	0.000968898362562	0.0371935858928	0.0	0.960856506153	0.0	0.0	0.0	0.000981009592094	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160SKGB.03	0.0	0.729728823224	0.0340270673665	0.0	0.219440205269	5.03110902413e-05	0.0	0.0	0.0165020375992	0.0	0.000251555451207	0.0	0.0	0.0	0.0	0.0
H160WZN8.03	4.56287643731e-05	0.204173510981	0.153540792115	0.0	0.579181115775	0.0	0.0	0.0	0.0629220660705	0.0	0.0	0.0	0.0	0.000136886293119	0.0	0.0
A160TMJQ.03	0.0	0.0383575227621	0.262402716428	0.0	0.318714504643	0.0	0.0	0.0	0.380525256168	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160TYGN.03	4.90885885395e-05	0.0444088097654	0.231010897667	0.0	0.676457112936	0.0	0.0	0.0	0.048074091043	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160S8KD.03	6.20530243093e-05	0.462279517848	0.0570887823645	0.0	0.46863995284	0.0	0.0	0.0	0.0119296939235	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160TP6B.03	3.76463501863e-05	0.220739374318	0.105560365923	0.0	0.322723336972	0.0	0.0	0.0	0.0486390844408	0.0	0.30201784437	0.0	0.0	0.000282347626398	0.0	0.0
B160TY4Z.03	2.00060018005e-05	0.0959287786336	0.0914474342303	0.0	0.771991597479	0.0	0.0	0.0	0.0236470941282	0.0	0.0169450835251	0.0	0.0	2.00060018005e-05	0.0	0.0
K160SMMP.03	0.0	0.0410241285357	0.151568776158	0.0	0.787843038117	0.00495772590658	0.0	0.0	0.0146063312828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160T17J.03	0.0	0.125851785636	0.229868550243	0.0	0.410791482876	0.0243995369217	0.0	0.0	0.0638930816688	0.0	0.145180908278	0.0	1.46543765296e-05	0.0	0.0	0.0
J160T7M4.03	1.773081083e-05	0.3770456923	0.172839943971	0.0	0.41337612369	0.0	0.0	0.0	0.00310289189525	0.0	0.0336176173336	0.0	0.0	0.0	0.0	0.0
F160SGH9.03	0.0	0.17171475863	0.169684145863	0.0	0.646741634387	0.000221831646844	0.0	0.0	0.0115693735816	6.82558913366e-05	0.0	0.0	0.0	0.0	0.0	0.0
J160SPMG.03	0.0	0.0176762268751	0.188606823386	0.00013178920317	0.765629375813	0.0021745218523	0.0	0.0	0.02578126287	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160ST1C.03	0.0	0.00557256984444	0.0	0.0	0.758618751932	0.0	0.0	0.0	0.235808678224	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160TQHD.03	0.0	0.0855824869502	0.220895884757	0.0	0.672698579695	1.61858131348e-05	0.0	0.0	0.0191640027516	0.0	0.0	0.0	0.0	0.00164286003318	0.0	0.0
H160TXBG.03	0.0	0.077236844146	0.0622702669169	0.0	0.841990167036	0.0	0.0	0.0	0.0185027219008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160VRXR.03	0.0	0.187972404695	0.199145205178	0.0	0.590921584256	0.0	0.0	0.0	0.0217134375945	0.0	0.0	2.74853640436e-05	0.0	0.000219882912349	0.0	0.0
A160TZPB.03	0.0	0.0708256832261	0.15669621039	0.0	0.739310763866	0.0	0.0	0.0	0.033048463154	0.0	0.0	0.0	0.0	0.000118879363863	0.0	0.0
H160W0QC.03	0.0	0.143162989854	0.117360141487	0.0	0.69902261938	3.72335474262e-05	0.0	0.0	0.0401005305781	0.0	0.0	1.86167737131e-05	0.0	0.00029786837941	0.0	0.0
B160TF38.03	0.0	0.194779777937	0.0177495301025	0.0	0.780436762455	3.87544325382e-05	0.0	0.0	0.00699517507315	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160T24B.03	0.000258675581025	0.26808739255	0.0932226997771	0.0	0.576567971983	0.00756128621458	0.0	0.0	0.0543019738937	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160TPY7.03	0.0	0.0805198840099	0.041511322839	0.0	0.839150096658	5.17812758906e-05	0.0	0.0	0.0387669152168	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160SC2M.03	1.75561797753e-05	0.315941011236	0.050158005618	0.0	0.452563202247	0.0	0.0	0.0	0.18125	0.0	7.02247191011e-05	0.0	0.0	0.0	0.0	0.0
B160V5DV.03	0.0	0.194064329548	0.0303131833251	0.0	0.768374832475	0.0	0.0	0.0	0.0072476546519	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160T32X.03	1.27063188524e-05	0.900077508545	0.0253109871539	0.0	0.0676992668454	0.0	0.0	0.0	0.00689953113683	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160SCK2.03	8.49494975237e-06	0.0259435765437	0.609733513426	0.0	0.165107843387	0.0	0.0	0.0	0.199206571693	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160TX6H.03	1.38719343025e-05	0.0320719121074	0.15891687937	0.0	0.612501387193	0.0	0.0	0.0	0.196495949395	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160TCLM.03	2.05088239215e-05	0.393266953107	0.169525938535	0.0	0.294086280622	0.0	0.0	0.0	0.143100318912	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160TFLQ.03	0.0	0.442219169498	0.0369218904394	0.0	0.351914780806	2.41004506784e-05	0.0	0.0	0.00257874822259	0.0	0.166341310583	0.0	0.0	0.0	0.0	0.0
B160SDP4.03	0.0	0.00362850391408	0.000750338772356	0.0	0.302700099672	0.0	0.0	0.0	0.692921057642	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160T0XH.03	0.0	0.00349510418612	0.0	0.0	0.034857661215	0.0	0.0	0.0	0.961647234599	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160T5B1.03	1.48643626904e-05	0.00163507989595	0.4897212932	0.0	0.433727238945	0.0	0.0	0.0	0.0749015235972	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160T6SC.03	0.0	0.205113952196	0.0191183654219	0.0	0.651708861826	1.6844374821e-05	0.0	0.0	0.124041976182	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160SYZM.03	1.60395213807e-05	0.114297629359	0.38464376223	0.0	0.397314984121	0.0	0.0	0.0	0.103695505726	0.0	0.0	0.0	0.0	0.0	0.0	3.20790427614e-05
B160TC9F.03	6.80712024778e-05	0.0226223296235	0.270231328636	0.0	0.580114132716	0.0	0.0	0.0	0.126952792621	0.0	1.1345200413e-05	0.0	0.0	0.0	0.0	0.0
C160S8VB.03	0.0	0.000680212784512	0.00027034097846	0.0	0.106261445888	0.0	0.0	0.0	0.892753117642	0.0	0.0	0.0	0.0	0.0	0.0	3.48827068981e-05
B160S6ZS.03	0.0	0.0007352851068	0.0	0.0	0.715824560974	0.0	0.0	0.0	0.28344015392	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160TLVJ.03	0.0	0.00430629934301	0.193314194225	0.0	0.64899519682	0.0	0.0	0.0	0.153384309612	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160SZNN.03	3.36802398033e-05	3.36802398033e-05	0.133777912499	0.0	0.503334343741	0.0	0.0	0.0	0.362820383281	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160SBRK.03	0.0	0.00412489258092	0.000128902893154	0.0	0.27181323403	0.0	0.0	0.0	0.723932970496	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160SD4Z.03	0.0	0.00474098195793	0.249679744274	0.0	0.163935015025	0.0	0.0	0.0	0.581596370036	0.0	0.0	0.0	4.78887066458e-05	0.0	0.0	0.0
C160SR3K.03	0.0	1.70099848611e-05	0.0	0.0	0.226981237987	0.0	0.0	0.0	0.773001752028	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160SKT2.03	0.0	3.88108359854e-05	0.000407513777847	0.0	0.112202126834	0.0	0.0	0.0	0.887351548552	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160SNZQ.03	0.0	0.00110813091056	0.0233337111052	0.0	0.29437245791	0.0	0.0	0.0	0.681185700074	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160SWYT.03	0.0	0.146547586396	0.412969692814	0.0	0.30154621503	0.0164392484915	0.0	0.0	0.0801563357104	0.0	0.0423409215579	0.0	0.0	0.0	0.0	0.0
E160SPSD.03	0.0	0.000182571448634	0.000280879151745	0.0	0.372853029984	0.0	0.0	0.0	0.626683519416	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160RJN6.03	0.0	3.8032936523e-05	0.0	0.0	0.310576959647	0.0	0.0	0.0	0.689385007416	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160Q98J.03	0.0	0.0533089196966	0.0	0.0	0.572691603453	0.0	0.0	0.0	0.373999476851	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160QC2J.03	0.00139901771097	0.000714392022622	2.97663342759e-05	0.0	0.332281589522	0.0	0.0	0.0	0.66557523441	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160QP5B.03	8.18799639728e-05	0.47465815115	0.208793908131	0.0	0.124211905347	0.0	0.0	0.0	0.192254155408	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160QF1K.03	6.39672487686e-05	0.645749376319	0.0231561440542	0.0	0.27166890552	0.0	0.0	0.0	0.0259067357513	0.0	0.0	0.0	0.0	0.033454871106	0.0	0.0
C160QXGL.03	0.0	0.0239795534842	0.174058483049	0.0	0.724723746523	0.0	0.0	0.0	0.0772382169435	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160RHNT.03	0.0	0.365957446809	0.0	0.0	0.448749533408	0.0	0.0	0.0	0.185293019784	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160QD95.03	0.0	0.0897961799769	0.112677861813	0.0	0.736828611716	0.0	0.0	0.0	0.0605691578003	0.0	0.0	0.0	0.0	0.000128188693757	0.0	0.0
J160QPRY.03	0.000644620640753	0.000451234448527	0.0	0.0	0.86965770644	0.0	0.0	0.0	0.129246438471	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160T3MZ.03	0.0	0.122236892542	0.0642276076494	0.0	0.779547680906	0.0	0.0	0.0	0.0294731462158	0.0	0.0	0.0	0.0	0.00451467268623	0.0	0.0
H160QFSD.03	6.77369098422e-05	0.441576915261	0.275960170697	0.0	0.144821513243	0.0	0.0	0.0	0.137573663889	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160R4SS.03	0.0	0.0562813143577	0.020809639443	0.0	0.752220821935	0.0108812590293	0.0	0.0	0.159806965235	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160PSDM.03	0.0	0.010156286231	0.0	0.0	0.814960812503	0.0	0.0	0.0	0.174882901266	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160QN8W.03	0.0	0.272468518199	0.12394341901	0.0	0.589615318268	0.0	0.0	0.0	0.0138864930136	0.0	0.0	8.62515094014e-05	0.0	0.0	0.0	0.0
F160Q14M.03	3.39397230519e-05	0.120655715449	0.343266358947	0.0	0.504140646212	0.0	0.0	0.0	0.0319033396687	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160QS7N.03	0.0	0.219854361718	0.0	0.0	0.506553722693	0.0	0.0	0.0	0.273591915589	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160RK6G.03	0.0	0.384129343988	0.0290528402404	0.0	0.553986247909	0.0	0.0	0.0	0.0328315678622	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160Q2L4.03	0.0	0.356579213597	0.132427328522	0.0	0.314291495245	0.0	0.0	0.0	0.19380184798	0.0	0.0	0.0	0.0	0.0029001146557	0.0	0.0
H160R1TV.03	0.0	0.242841573368	0.0	0.0	0.736104230655	0.0	0.0	0.0	0.0210541959774	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160QCWC.03	5.17544767622e-05	0.218817927751	0.137666908188	0.0	0.608943173585	0.0	0.0	0.0	0.0345202360004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160QSXV.03	0.0	0.307714980473	0.0	0.0	0.665426276619	0.0	0.0	0.0	0.0268587429077	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160QYW9.03	0.000891629825018	0.0507857487833	0.0	0.0	0.872199725081	0.0	0.0	0.0	0.0761228963109	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160RM7W.03	0.0	0.0417832736739	0.178913114221	0.0	0.621282134722	0.0	0.0	0.0	0.158021477384	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160PTN2.03	0.0	0.0677372262774	0.145401459854	0.0	0.693722627737	0.0	0.0	0.0	0.0931386861314	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160QSYR.03	0.0	0.143430738345	0.000167298683917	0.0	0.851717599822	0.0	0.0	0.0	0.00468436314968	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160R7YN.03	0.000222915737851	0.0188363798484	0.0	0.0	0.944048149799	0.0	0.0	0.0	0.0368646901471	0.0	0.0	2.78644672314e-05	0.0	0.0	0.0	0.0
B160SNDZ.03	0.0	0.0329298831386	0.00162771285476	0.0	0.520492487479	0.00125208681135	0.0	0.0	0.443697829716	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160Q677.03	0.00042118563757	0.0163735916605	0.0519111298305	0.0	0.862956723176	0.0	0.0	0.0	0.0683373696957	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160R2DH.03	4.25876240365e-05	0.264213619522	0.000170350496146	0.0	0.603892508837	0.0	0.0	0.0	0.131680933521	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160RJ3Y.03	0.0	0.0957349176448	0.0921605564411	0.0	0.643771434092	0.0	0.0	0.0	0.168333091822	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160QHK9.03	0.00034920265394	0.0304970317774	0.0588406471889	0.0	0.842451402631	0.0	0.0	0.0	0.067861715749	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160Q1BN.03	0.000115540150202	0.00722125938764	0.0129404968226	0.0	0.927556325823	0.0	0.0	0.0	0.0521663778163	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160R1XW.03	6.50872168706e-05	0.0306560791461	0.090015620932	0.0	0.860583181463	0.000650872168706	0.0	0.0	0.0180291590732	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160Q684.03	0.0	0.284522262499	0.13562683811	0.0	0.482593529854	0.0	0.0	0.0	0.0971889747623	0.0	0.0	0.0	0.0	6.83947746392e-05	0.0	0.0
H160QWZX.03	0.0	0.105832040979	0.0892429155505	0.0	0.728088725974	9.39893792002e-05	0.0	0.0	0.0767423281169	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160S95Z.03	0.000219408224674	0.111114593781	0.164242728185	0.0	0.702545135406	0.0	0.0	0.0	0.0205303410231	0.0	0.0	0.0	0.0	0.00134779338014	0.0	0.0
J160SGDS.03	0.0	0.10277040149	0.226388173279	0.0	0.612896833261	0.0	0.0	0.0	0.0346795608577	0.0	0.0	0.0	0.0	0.0232650311125	0.0	0.0
C160QYTH.03	0.0	0.193557332347	0.129361741461	0.0	0.627952119055	0.0	0.0	0.0	0.0453390026344	0.0	0.0	0.0	0.0	0.00378980450155	0.0	0.0
D160QSJ7.03	0.0	0.0855862720595	0.539455637173	0.0	0.340455362858	0.000121917766467	0.0	0.0	0.0343808101436	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160R1S7.03	0.0	0.117995968903	0.0	0.0	0.794989922257	0.0	0.0	0.0	0.0870141088396	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160PRF6.03	0.0	0.293107955041	0.0	0.0	0.561252940664	0.0	0.0	0.0	0.145595538904	0.0	0.0	0.0	0.0	0.0	0.0	4.35653916529e-05
D160R677.03	0.0	0.0707427993936	0.126200101061	0.0	0.779855145696	0.0	0.0	0.0	0.0230756274213	0.0	0.0	0.0	0.0	0.000126326427489	0.0	0.0
J160S6KK.03	0.0	0.425859758821	0.0483102575555	0.0	0.478934047938	3.72189965759e-05	0.0	0.0	0.0408292392437	0.0	0.0	0.0	0.0	0.00602947744529	0.0	0.0
A160SHWX.03	0.0	0.170651139354	0.0765914562455	0.0	0.66815967751	5.59879066122e-05	0.0	0.0	0.0721684116231	0.0	0.0	0.0	0.0	0.0123733273613	0.0	0.0
A160RJ4V.03	0.0	0.0	5.08207551964e-05	0.0	0.213955379377	0.0	0.0	0.0	0.785993799868	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160R2B2.03	0.0	0.000163105529277	6.5242211711e-05	0.0	0.492970151688	3.26211058555e-05	0.0	0.0	0.506768879465	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160Q0BT.03	0.0	0.190689920492	0.0794220740361	0.0	0.728648371377	0.0	0.0	0.0	0.00123963409421	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160R3X6.03	0.0	0.00362707373999	9.46193149562e-05	0.0	0.811802182552	0.00100927269287	0.0	0.0	0.1834668517	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160P4Q0.03	0.0	0.00473771612777	0.000146527302921	0.0	0.812249682524	0.0118687115366	0.0	0.0	0.170948520074	0.0	0.0	0.0	0.0	0.0	0.0	4.88424343069e-05
H160RLKZ.03	6.18314474742e-05	0.409200519384	0.117108761516	0.0	0.459469486181	0.0	0.0	0.0	0.0139120756817	0.0	0.0	0.000247325789897	0.0	0.0	0.0	0.0
E160P61B.03	0.0	0.418646834754	6.04631477115e-05	0.0	0.54954954955	0.0	0.0	0.0	0.0316222262531	0.0	0.0	0.0	0.0	0.0	0.0	0.000120926295423
E160R7M5.03	3.45303867403e-05	0.00252071823204	0.0	0.0	0.795165745856	6.90607734807e-05	0.0	0.0	0.202209944751	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160R80G.03	0.0	0.223648428152	0.355451611734	0.0	0.409333188295	0.0	0.0	0.0	0.0115667718191	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160R5RN.03	0.0	0.00669569951007	0.0	0.0	0.898639085465	0.00179640718563	0.0	0.0	0.0928688078389	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160QTS7.03	6.68047297749e-05	0.0307969804262	0.00233816554212	0.0	0.89311243236	0.0	0.0	0.0	0.0736856169417	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160Q0MY.03	0.0	0.0872227240791	0.0242898725284	0.000401485496336	0.192010438623	0.0	0.0	0.0	0.689250225836	0.0	0.0	0.0	0.0	0.0	0.00451671183379	0.00230854160393
D160QHRW.03	0.0	0.302270824613	0.0	0.0	0.634365843449	0.0	0.0	0.0	0.063363331938	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160R737.03	0.0	0.20983890636	0.277324947051	0.0	0.498138758745	0.00032090366472	0.0	0.0	0.0143764841794	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160RMG0.03	4.76848981927e-05	0.202136283439	0.271279385819	0.0	0.432168232321	0.0	0.0	0.0	0.0942253588289	0.0	0.0	0.0	0.0	0.000143054694578	0.0	0.0
B160QFTT.03	0.00010298661174	0.0317198764161	0.181977342945	0.0	0.74701338826	0.0	0.0	0.0	0.0243048403708	0.0	0.0	0.0	0.0	0.0148815653965	0.0	0.0
D160R96T.03	0.000458832526128	0.380219219985	0.352434361458	0.0	0.2645934234	0.0	0.0	0.0	0.00229416263064	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160QV1Z.03	0.0	0.680003467857	0.000130044648663	0.0	0.272920369327	0.0	0.0	0.0	0.0469461181672	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160P6K3.03	0.0	0.00865144923994	0.000488782442935	0.0	0.921697052642	0.000928686641576	0.0	0.0	0.0682340290337	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160Q7YQ.03	4.65094646761e-05	0.549276777824	0.0	0.0	0.317659643738	0.0	0.0	0.0	0.133017068974	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160Q1XV.03	0.0	0.624877194481	0.00320362222887	0.0	0.334287300841	0.0	0.0	0.0	0.0376318824484	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160R34T.03	3.98819494297e-05	0.000677993140305	0.0	0.0	0.382866714525	0.00179468772434	0.0	0.0	0.614620722661	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160QJW3.03	0.0	0.0629731472995	0.27443392063	0.0	0.468683165292	0.0	0.0	0.0	0.193909766779	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160Q9SL.03	0.000258220003443	0.266784300224	0.145377861938	0.0	0.57299018764	0.0	0.0	0.0	0.0145894301945	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160QHJD.03	0.0	0.0111259975534	0.180287761403	0.0	0.714685151745	0.000349507776548	0.0	0.0	0.0935515815227	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160R055.03	0.00021713640509	0.0238850045599	0.319581361011	0.0	0.632127502497	0.0	0.0	0.0	0.024188995527	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160Q8M9.03	5.13452454303e-05	0.00739371534196	0.295697268433	0.0	0.636937769563	0.000410761963442	0.0	0.0	0.0595091394537	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160S96W.03	0.000170183798502	0.0464034490583	0.0419219423644	0.0	0.889550714772	0.0	0.0	0.0	0.0123666893578	0.0	0.0	0.0	0.0	0.00958702064897	0.0	0.0
E160R7QM.03	0.0	0.119640113022	0.0	0.0	0.880310315769	0.0	0.0	0.0	4.95712090418e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160P2XQ.03	0.0	0.0576903265685	0.0	0.0	0.942103636551	0.0	0.0	0.0	0.000154527660451	0.0	0.0	0.0	0.0	0.0	0.0	5.15092201504e-05
J160P1F4.03	0.0	8.10931354661e-05	0.000162186270932	0.0	0.999432348052	0.0	0.0	0.0	0.000324372541864	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160QY4V.03	0.00101237862961	0.341079563757	0.0	0.0	0.141088767199	0.0	0.0	0.0	0.516819290415	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160Q09X.03	3.55922551253e-05	0.235941059226	0.021604498861	0.0	0.648099373576	0.0	0.0	0.0	0.094319476082	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160PRG3.03	5.81598231941e-05	0.273525648482	5.81598231941e-05	0.0	0.549552169361	0.0368151680819	0.0	0.0	0.139990694428	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160R9K4.03	0.000369852880743	0.0250678063615	0.0	0.0	0.698857565546	0.0	0.0	0.0	0.275704775212	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160PX75.03	6.04485280783e-05	0.627213927341	0.178081363719	0.0	0.0819077555462	0.0	0.0	0.0	0.112736504866	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160RGBC.03	0.0	0.0467285774588	0.00080202617138	0.00350358801182	0.708948923596	0.0	0.0	0.0	0.239763613339	0.0	0.0	0.000253271422541	0.0	0.0	0.0	0.0
B160PW46.03	0.0	0.000617347463731	0.0	0.0	0.997427718901	0.0	0.0	0.0	0.00185204239119	0.0	0.0	0.0	0.0	0.0	0.0	0.000102891243955
D160R4RC.03	0.0	1.97694877726e-05	0.0	0.0	0.999861613586	0.0	0.0	0.0	0.000118616926635	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160PMQN.03	0.000147037200412	0.0429716218203	0.177473900897	0.0	0.746948978091	0.0	0.0	0.0	0.0324584619909	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160QMHR.03	0.0	0.113624864474	0.204481387785	0.0	0.638742320202	0.0	0.0	0.0	0.0306469100108	0.0	0.0	0.0	0.0	0.012504517528	0.0	0.0
B160QX2N.03	0.0	0.146936156561	0.207678323174	0.0	0.64051973051	0.0	0.0	0.0	0.00486578975511	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160RHL3.03	0.0	0.553688307094	0.123945987381	0.0	0.309864968453	0.0	0.0	0.0	0.0125007370718	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160R3NV.03	0.00024240220586	0.198224403842	0.348816774233	0.0	0.449383389389	0.0	0.0	0.0	0.00333303033058	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160QYX6.03	0.0	0.346181172291	0.31296625222	0.0	0.331768586653	0.0	0.0	0.0	0.00908398883532	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160R2R8.03	0.0	0.170422201139	0.157218532574	0.0	0.669236242884	0.0	0.0	0.0	0.00312302340291	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160QN9S.03	0.0	0.213793499483	0.103020558172	0.0	0.67635236017	0.0	0.0	0.0	0.00683358217526	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160QRCB.03	3.16385610782e-05	0.0156927262948	0.209320720094	0.0	0.731641724934	0.0	0.0	0.0	0.0239503907362	0.0	0.0	0.0	0.0	0.0193627993799	0.0	0.0
